,Project_Id,Project,Item_Id,Content,Date,Energy,Time
332,181003063,None,2366916097,Host meeting withe Michael and Eduardo to discuss part tracking @30-minutes @Low-energy,Tue 17 Oct 2017 21:06:54 +0000,None,None
333,181003063,None,2366913870,Respond to email from Ladislav Fajt about NEA PTT spec @30-minutes @Low-energy,Tue 17 Oct 2017 21:06:28 +0000,None,None
334,181003063,None,2366913566,Host weekly Laurel D-ECO meeting with project team @30-minutes @Low-energy,Tue 17 Oct 2017 21:05:14 +0000,None,None
335,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Tue 17 Oct 2017 13:54:46 +0000,None,None
336,181003063,None,2366353570,"Work on Laurel assembly drawings (add steps, views to dwgs) @High-energy @60-minutes",Tue 17 Oct 2017 13:52:29 +0000,None,None
337,180416408,None,2339846690,Review Siemens discount and purchase Cirque du Soleil : Luzia tickets @30-minutes @Low-energy,Tue 17 Oct 2017 13:50:28 +0000,None,None
338,180416408,None,2363895476,Setup orthopedist appointment for finger injury @30-minutes @Low-energy,Mon 16 Oct 2017 17:31:07 +0000,None,None
339,181003063,None,2365022875,Host weekly Laurel test tracking meeting @30-minutes @Normal-energy,Mon 16 Oct 2017 15:25:09 +0000,None,None
340,181003063,None,2365022582,Attend weekly Laurel basic breaker production meeting @30-minutes @Low-energy,Mon 16 Oct 2017 15:25:09 +0000,None,None
341,181003063,None,2336785596,Follow-up with LTO colleagues on production of 5F copper @Low-energy @Waiting @5-minutes,Mon 16 Oct 2017 15:22:27 +0000,None,None
342,190555550,None,2347138408,Spend one hour working on projects before going to the office @High-energy @60-minutes,Mon 16 Oct 2017 12:49:11 +0000,None,None
343,180416408,None,2346726107,Purchase 2017 costume for going out and parties @High-energy @60-minutes,Mon 16 Oct 2017 00:33:42 +0000,None,None
344,190555550,None,2200735265,Do the laundry (and fold clothes if time allows) @Normal-energy @60-minutes,Sun 15 Oct 2017 21:51:58 +0000,None,None
345,190555550,None,87202330,Conduct GTD weekly review according to template @Normal-energy @60-minutes,Sun 15 Oct 2017 21:51:56 +0000,None,None
346,189435039,None,2338307995,Setup digital piano at home in master bedroom @Low-energy @5-minutes,Sat 14 Oct 2017 16:05:47 +0000,None,None
347,181003063,None,2336859241,Process D-ECO 11D25211 to add 3VL maglatch parts to CADIM BoM @Normal-energy @60-minutes,Fri 13 Oct 2017 14:54:33 +0000,None,None
348,181003063,None,2341013205,Process D-ECO 11D24583 to add horseshoe clip to CADIM BoM @Normal-energy @Waiting @60-minutes,Fri 13 Oct 2017 14:54:26 +0000,None,None
349,181003063,None,2362111009,Attend thermal adjustment concept meeting with project team @Low-energy @60-minutes,Fri 13 Oct 2017 14:43:35 +0000,None,None
350,181003063,None,2362108596,Host weekly Laurel Connectivity PV meeting with project team @30-minutes @Low-energy,Fri 13 Oct 2017 14:43:34 +0000,None,None
351,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Fri 13 Oct 2017 13:00:59 +0000,None,None
352,190555550,None,2347138408,Spend one hour working on projects before going to the office @High-energy @60-minutes,Fri 13 Oct 2017 12:59:54 +0000,None,None
353,181003063,None,2361889256,"Ruminate on long term projects (TMTU inventory, BoMs, sample tracking) @High-energy @60-minutes",Fri 13 Oct 2017 11:37:49 +0000,None,None
354,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Fri 13 Oct 2017 11:36:48 +0000,None,None
355,181003063,None,2359761283,Review Race4AM idea from Andrew and provide feedback @30-minutes @Low-energy,Thu 12 Oct 2017 21:29:06 +0000,None,None
356,181003063,None,2359910078,Make shipment of broken crossbar to MTY for Steve @30-minutes @Low-energy,Thu 12 Oct 2017 15:37:35 +0000,None,None
357,190555550,None,2347138408,Spend one hour working on projects before going to the office @High-energy @60-minutes,Thu 12 Oct 2017 13:03:59 +0000,None,None
358,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Thu 12 Oct 2017 13:03:55 +0000,None,None
359,181003063,None,2359865310,Modify BoMs for Quentin's aux parts and inform team of changes @30-minutes @Low-energy,Wed 11 Oct 2017 19:38:25 +0000,None,None
360,181003063,None,2359714063,Attend Tecnostamp meeting to review housing change schedule @30-minutes @Low-energy,Wed 11 Oct 2017 17:23:14 +0000,None,None
361,181003063,None,2359713611,Attend Laurel TMTU meeting with project team @Low-energy @60-minutes,Wed 11 Oct 2017 17:23:14 +0000,None,None
362,181003063,None,2359713427,Attend weekly Laurel PV meeting with project team @Low-energy @60-minutes,Wed 11 Oct 2017 17:23:14 +0000,None,None
363,181003063,None,2359713089,Attend 3VA5/6 test planning meeting with Strassburger @Low-energy @60-minutes,Wed 11 Oct 2017 17:23:14 +0000,None,None
364,190555550,None,2347138408,Spend one hour working on projects before going to the office @High-energy @60-minutes,Wed 11 Oct 2017 17:21:44 +0000,None,None
365,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Wed 11 Oct 2017 17:21:38 +0000,None,None
366,181003063,None,2348517207,Respond to questions from Pavel & Ladislav regarding NEA changes @Normal-energy @60-minutes,Tue 10 Oct 2017 19:24:12 +0000,None,None
367,181003063,None,2358226657,Discuss upcoming sample priorities for FY18 with Jorg & Ken @30-minutes @Low-energy,Tue 10 Oct 2017 16:52:57 +0000,None,None
368,181003063,None,2358225546,Host weekly Laurel D-ECO meeting with project team @Low-energy @60-minutes,Tue 10 Oct 2017 16:51:50 +0000,None,None
369,181003063,None,2358225296,Host biweekly instruction sheet meeting to discuss Laurel instructions @30-minutes @Low-energy,Tue 10 Oct 2017 16:51:50 +0000,None,None
370,190555550,None,2347138408,Spend one hour working on projects before going to the office @High-energy @60-minutes,Tue 10 Oct 2017 12:14:12 +0000,None,None
371,194942145,None,2352870894,Provide Jacey with photo recommendation for future FB campaigns @Low-energy @5-minutes,Tue 10 Oct 2017 10:54:25 +0000,None,None
372,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Tue 10 Oct 2017 10:49:43 +0000,None,None
373,180416408,None,2347743057,Enroll in Equifax TrustedID premier product @30-minutes @Low-energy,Mon 09 Oct 2017 22:00:39 +0000,None,None
374,181003063,None,2348506469,Email Paul and Javier about future Tecnostamp meetings @Low-energy @5-minutes,Mon 09 Oct 2017 20:01:32 +0000,None,None
375,181003063,None,2353582253,Provide Jorg with list of unaddressed topics if switched to Atom power @Low-energy @5-minutes,Mon 09 Oct 2017 18:45:05 +0000,None,None
376,181003063,None,2353740264,Pull sample number for Joie and send email to MTY colleagues @Low-energy @5-minutes,Mon 09 Oct 2017 18:32:47 +0000,None,None
377,181003063,None,2348514149,Review healthcare options for 2018 and make selection @30-minutes @Low-energy,Mon 09 Oct 2017 18:14:43 +0000,None,None
378,194942145,None,2352870717,Send Jacey a message about how to use Google Photos for CB @Low-energy @5-minutes,Mon 09 Oct 2017 17:46:53 +0000,None,None
379,181003063,None,2356799621,Ship TMTU breakers to AMB for Seq I testing (attn: Michael Gruenert) @30-minutes @Low-energy,Mon 09 Oct 2017 17:28:31 +0000,None,None
380,181003063,None,2356669819,Attend meeting to discuss outcome of CTL data analysis @30-minutes @Low-energy,Mon 09 Oct 2017 15:55:50 +0000,None,None
381,181003063,None,2356592311,Host Laurel test tracking meeting with project team @30-minutes @Low-energy,Mon 09 Oct 2017 15:10:18 +0000,None,None
382,181003063,None,2356591473,Attend Laurel basic breaker meeting with project team @30-minutes @Low-energy,Mon 09 Oct 2017 15:10:15 +0000,None,None
383,181003063,None,2356591083,Attend meeting to discuss reset force issue on HAWO @30-minutes @Low-energy,Mon 09 Oct 2017 15:10:06 +0000,None,None
384,190555550,None,2347138408,Spend one hour working on projects before going to the office @High-energy @60-minutes,Mon 09 Oct 2017 14:26:43 +0000,None,None
385,190555550,None,2200735265,Do the laundry (and fold clothes if time allows) @Normal-energy @60-minutes,Sun 08 Oct 2017 19:41:26 +0000,None,None
386,194942145,None,2352870456,Propose sample questions for webform used to recruit host team members @30-minutes @Low-energy,Sun 08 Oct 2017 19:39:21 +0000,None,None
387,190555550,None,87202330,Conduct GTD weekly review according to template @Normal-energy @60-minutes,Sat 07 Oct 2017 20:43:48 +0000,None,None
388,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Sat 07 Oct 2017 20:43:40 +0000,None,None
389,180416408,None,2346731916,Purchase goggles for swimming lesson on Thursday @Low-energy @5-minutes,Fri 06 Oct 2017 20:50:20 +0000,None,None
390,181003063,None,2354093381,Host weekly Laurel Connectivity PV meeting with project team @Normal-energy @60-minutes,Fri 06 Oct 2017 20:49:58 +0000,None,None
391,181003063,None,2354093204,Attend weekly Laurel cost tracking meeting with project team @Normal-energy @60-minutes,Fri 06 Oct 2017 20:49:58 +0000,None,None
392,181003063,None,2348511680,Review Soukup's UL test plan and add additional sample breakers @30-minutes @Normal-energy,Thu 05 Oct 2017 19:05:22 +0000,None,None
393,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Thu 05 Oct 2017 18:37:42 +0000,None,None
394,181003063,None,2350005842,Submit Laurel technical updates for the month of September @30-minutes @Low-energy,Wed 04 Oct 2017 19:18:51 +0000,None,None
395,181003063,None,2349951788,Make shipment of parts to MTY for Andrew Wynn @Low-energy @5-minutes,Wed 04 Oct 2017 18:30:36 +0000,None,None
396,181003063,None,2341045861,Ship Laurel customs breaker to Anita Tischler @Low-energy @5-minutes,Wed 04 Oct 2017 18:30:34 +0000,None,None
397,190555550,None,2347138408,Spend one hour working on projects before going to the office @High-energy @60-minutes,Wed 04 Oct 2017 18:16:23 +0000,None,None
398,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Wed 04 Oct 2017 18:16:23 +0000,None,None
399,181003063,None,2351283102,Attend meeting to discuss diversity event at Georgia Tech @30-minutes @Low-energy,Wed 04 Oct 2017 18:00:12 +0000,None,None
400,181003063,None,2351281989,Attend Laurel weekly TMTU meeting with project team @Normal-energy @60-minutes,Wed 04 Oct 2017 18:00:12 +0000,None,None
401,181003063,None,2351281641,Attend Laurel weekly PV meeting with project team @Low-energy @60-minutes,Wed 04 Oct 2017 18:00:12 +0000,None,None
402,181003063,None,2350000490,Meet with Jorg and Isaac about TMTU inventories @30-minutes @Normal-energy,Tue 03 Oct 2017 20:55:22 +0000,None,None
403,181003063,None,2349999999,Attend meeting with Son's Tool to discuss stamped FS parts @30-minutes @Low-energy,Tue 03 Oct 2017 20:54:50 +0000,None,None
404,181003063,None,2349394836,Host weekly Laurel D-ECO meeting with project team @30-minutes @Low-energy,Tue 03 Oct 2017 13:30:02 +0000,None,None
405,190555550,None,2347138408,Spend one hour working on projects before going to the office @High-energy @60-minutes,Tue 03 Oct 2017 12:06:43 +0000,None,None
406,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Tue 03 Oct 2017 12:06:43 +0000,None,None
407,181003063,None,2348504615,Attend Atom Power mechanism concept brainstorming meeting @Low-energy @60-minutes,Mon 02 Oct 2017 20:39:47 +0000,None,None
408,181003063,None,2348085903,Make shipment of TMTU Face Plates to Michael Gruenert (laser trials) @30-minutes @Low-energy,Mon 02 Oct 2017 20:38:58 +0000,None,None
409,181003063,None,2348103320,Host weekly Laurel test tracking meeting with project team @30-minutes @Normal-energy,Mon 02 Oct 2017 15:39:50 +0000,None,None
410,190555550,None,2347138408,Spend one hour working on projects before going to the office @High-energy @60-minutes,Mon 02 Oct 2017 14:23:00 +0000,None,None
411,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Mon 02 Oct 2017 12:38:17 +0000,None,None
412,190555550,None,2200735265,Do the laundry (and fold clothes if time allows) @Normal-energy @60-minutes,Mon 02 Oct 2017 00:42:48 +0000,None,None
413,180416408,None,2346726109,Modify voter registration to reflect residence at Goldsboro @Low-energy @5-minutes,Mon 02 Oct 2017 00:42:24 +0000,None,None
414,190555550,None,87202330,Conduct GTD weekly review according to template @Normal-energy @60-minutes,Sun 01 Oct 2017 15:15:49 +0000,None,None
415,180416408,None,2346643375,Sign-up for swim lessons at Dynamo Swim Club in Chamblee @30-minutes @Normal-energy,Sun 01 Oct 2017 14:03:37 +0000,None,None
416,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Sun 01 Oct 2017 13:57:07 +0000,None,None
417,180416408,None,2343018178,Purchase items at Walmart and deliver them to Billiee @Low-energy @60-minutes,Fri 29 Sep 2017 12:54:54 +0000,None,None
418,181003063,None,2344941936,Work on various Laurel assembly drawings @High-energy @60-minutes,Fri 29 Sep 2017 12:54:20 +0000,None,None
419,181003063,None,2344941527,Attend Laurel Basic Breaker meeting with project team @30-minutes @Low-energy,Fri 29 Sep 2017 12:54:09 +0000,None,None
420,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Fri 29 Sep 2017 12:13:16 +0000,None,None
421,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Fri 29 Sep 2017 12:12:32 +0000,None,None
422,181003063,None,2342959451,Meet with Jorg to go over project schedules for breaker and connectivity @High-energy @60-minutes,Wed 27 Sep 2017 23:35:08 +0000,None,None
423,181003063,None,2342824595,Host weekly Laurel PV meeting with project team @High-energy @60-minutes,Wed 27 Sep 2017 20:53:08 +0000,None,None
424,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Wed 27 Sep 2017 20:52:17 +0000,None,None
425,181003063,None,2341143113,Add PTT Button and spring to TMTU Breaker BoMs @Low-energy @5-minutes,Wed 27 Sep 2017 20:51:31 +0000,None,None
426,181003063,None,2340887947,Make shipment of horseshoe clips for Joie to Monterrey @30-minutes @Low-energy,Tue 26 Sep 2017 19:33:56 +0000,None,None
427,181003063,None,2341076961,Create document containing description of UL frame sizes @Normal-energy @60-minutes,Tue 26 Sep 2017 19:28:57 +0000,None,None
428,180416408,None,2337033619,Call Chase Bank to downgrade Sapphire Reserve Card @30-minutes @Low-energy,Tue 26 Sep 2017 16:54:00 +0000,None,None
429,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Tue 26 Sep 2017 16:42:30 +0000,None,None
430,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Tue 26 Sep 2017 16:42:28 +0000,None,None
431,181003063,None,2336966072,Respond to email from Johann about ETU variants in MP BoMs @30-minutes @Low-energy,Tue 26 Sep 2017 15:18:23 +0000,None,None
432,180416408,None,2339645349,Make payment to Piedmont Healthcare for previous visit @Low-energy @5-minutes,Tue 26 Sep 2017 14:20:01 +0000,None,None
433,181003063,None,2340887145,Host weekly Laurel D-ECO meeting with project team @Normal-energy @60-minutes,Tue 26 Sep 2017 14:09:28 +0000,None,None
434,181003063,None,2340885658,Attend Laurel instruction sheet meeting with Heike and Sabine @30-minutes @Low-energy,Tue 26 Sep 2017 14:09:28 +0000,None,None
435,181003063,None,2340885351,Attend Laurel 630A pilot clearing meeting with project team @30-minutes @Low-energy,Tue 26 Sep 2017 14:09:28 +0000,None,None
436,180416408,None,2339674178,Buy tickets to Wicket show at Dad's Garage @Low-energy @5-minutes,Mon 25 Sep 2017 23:36:41 +0000,None,None
437,181003063,None,2339814333,Attend meeting with Jorg to discuss project focus for FY18 @Low-energy @60-minutes,Mon 25 Sep 2017 20:17:09 +0000,None,None
438,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Mon 25 Sep 2017 18:52:02 +0000,None,None
439,181003063,None,2339686180,Host weekly Laurel test tracking meeting with project team @Normal-energy @60-minutes,Mon 25 Sep 2017 18:51:58 +0000,None,None
440,181003063,None,2339685850,Attend weekly Laurel basic breaker meeting @30-minutes @Low-energy,Mon 25 Sep 2017 17:21:30 +0000,None,None
441,190555550,None,87202330,Conduct GTD weekly review according to template @Normal-energy @60-minutes,Mon 25 Sep 2017 00:08:43 +0000,None,None
442,190555550,None,2200735265,Do the laundry (and fold clothes if time allows) @Normal-energy @60-minutes,Mon 25 Sep 2017 00:08:43 +0000,None,None
443,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Sun 24 Sep 2017 18:15:44 +0000,None,None
444,180416408,None,2308591788,Verify receipt of refund from Comcast for internet payment @Low-energy @Waiting @5-minutes,Sun 24 Sep 2017 14:57:09 +0000,None,None
445,194942145,None,2338149351,Captain Global Growers event at Bamboo Creek Farms @High-energy @60-minutes,Sun 24 Sep 2017 14:56:56 +0000,None,None
446,181003063,None,2336965704,Respond to email from Laura Zayas about outstanding P-ECOs @30-minutes @Low-energy,Fri 22 Sep 2017 21:00:23 +0000,None,None
447,181003063,None,2336946482,Meet with Eduardo to go over TMTU build plan and ECO process @Normal-energy @60-minutes,Fri 22 Sep 2017 20:35:30 +0000,None,None
448,181003063,None,2336834457,Respond to email from Eduardo about mid-level TMTU BoMs @30-minutes @Low-energy,Fri 22 Sep 2017 18:22:49 +0000,None,None
449,181003063,None,2328505850,Process D-ECO 11D25028 for busbar mounting screws @30-minutes @Low-energy,Fri 22 Sep 2017 15:26:50 +0000,None,None
450,181003063,None,2336644957,Host weekly Laurel PV meeting with project team @Normal-energy @60-minutes,Fri 22 Sep 2017 15:25:19 +0000,None,None
451,180416408,None,2321248452,Contact Piedmont Physicians about bill & finger injury @Low-energy @5-minutes,Fri 22 Sep 2017 15:24:15 +0000,None,None
452,180416408,None,2330841129,Determine whether additional steps are needed for HSA funds @Low-energy @5-minutes,Fri 22 Sep 2017 15:23:27 +0000,None,None
453,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Fri 22 Sep 2017 13:13:52 +0000,None,None
454,181003063,None,2335607213,Discuss front side and SCIAM instructions with Steve and Quentin @Low-energy @5-minutes,Thu 21 Sep 2017 18:51:13 +0000,None,None
455,194942145,None,2335174647,Pickup community bucket captain bag from Lauren and refill waivers @30-minutes @Low-energy,Thu 21 Sep 2017 18:15:11 +0000,None,None
456,180416408,None,2335556352,Attend doctor appointment at Georgia Urology @High-energy @60-minutes,Thu 21 Sep 2017 18:03:22 +0000,None,None
457,181003063,None,2332637084,Complete performance survey on Jorg's leadership effectiveness @30-minutes @Low-energy,Thu 21 Sep 2017 18:02:42 +0000,None,None
458,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Thu 21 Sep 2017 13:24:04 +0000,None,None
459,187244722,None,2334488258,Go through Dataquest tutorial on Python & JSON with police dataset @High-energy @60-minutes,Wed 20 Sep 2017 23:19:22 +0000,None,None
460,181003063,None,2334361523,Send email to Nadine to place order for TA3.2 lug kits @30-minutes @Normal-energy,Wed 20 Sep 2017 20:54:40 +0000,None,None
461,181003063,None,2327021373,"Update Laurel NEA with hi-pot, block, and PTT force changes @High-energy @60-minutes",Wed 20 Sep 2017 19:20:55 +0000,None,None
462,181003063,None,2334137257,Attend weekly Laurel PV & TMTU team meetings @Low-energy @60-minutes,Wed 20 Sep 2017 17:35:40 +0000,None,None
463,181003063,None,2292302186,Process D-ECO 11D24614 for revised version of Laurel instruction sheets @30-minutes @Low-energy @Waiting,Wed 20 Sep 2017 14:33:59 +0000,None,None
464,181003063,None,2332921080,Send PMP review spreadsheet to Jorg for review @Low-energy @5-minutes,Wed 20 Sep 2017 13:34:24 +0000,None,None
465,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Wed 20 Sep 2017 12:46:02 +0000,None,None
466,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Wed 20 Sep 2017 12:46:02 +0000,None,None
467,180431991,None,2307665008,Auto Tire Pump @Low-energy @5-minutes,Tue 19 Sep 2017 23:46:28 +0000,None,None
468,181003063,None,2332920013,Talk to Eduardo about setting up a D-ECO for TMTU parts @30-minutes @Low-energy,Tue 19 Sep 2017 21:00:45 +0000,None,None
469,181003063,None,2332919754,Send prioritized list of P-ECOs for Gruenert for approval @Low-energy @5-minutes,Tue 19 Sep 2017 21:00:45 +0000,None,None
470,181003063,None,2332797068,Respond to email from Armin Schwarz regarding master data @30-minutes @Normal-energy,Tue 19 Sep 2017 19:14:43 +0000,None,None
471,181003063,None,2332764151,Pull additional sample numbers for TMTU breakers and send to Michael @Normal-energy @5-minutes,Tue 19 Sep 2017 18:44:30 +0000,None,None
472,181003063,None,2332642392,Respond to Paul's email about screw standard WN 1752 @30-minutes @Low-energy,Tue 19 Sep 2017 17:01:13 +0000,None,None
473,181003063,None,2332639053,Host weekly Laurel D-ECO meeting with project team @Normal-energy @60-minutes,Tue 19 Sep 2017 17:01:13 +0000,None,None
474,181003063,None,2332638513,Attend weekly meeting to discuss Laurel Instruction Sheets @30-minutes @Low-energy,Tue 19 Sep 2017 17:01:13 +0000,None,None
475,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Tue 19 Sep 2017 16:47:58 +0000,None,None
476,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Tue 19 Sep 2017 16:47:58 +0000,None,None
477,180416408,None,2330118397,Get emissions check and renew vehicle registration with DMV @Low-energy @60-minutes,Mon 18 Sep 2017 22:38:29 +0000,None,None
478,181003063,None,2331474872,Send email to Johann about laser / label database open actions @Normal-energy @60-minutes,Mon 18 Sep 2017 21:04:19 +0000,None,None
479,181003063,None,2331475182,Create documentation for 630A mounting kits and modify BOM structure @High-energy @60-minutes,Mon 18 Sep 2017 21:04:19 +0000,None,None
480,181003063,None,2331023557,Host weekly Laurel test tracking meeting @30-minutes @Low-energy,Mon 18 Sep 2017 15:12:53 +0000,None,None
481,181003063,None,2331023237,Attend Laurel basic breaker meeting @30-minutes @Low-energy,Mon 18 Sep 2017 15:12:53 +0000,None,None
482,181003063,None,2331022982,Attend meeting to discuss plan for Laurel MP tests @30-minutes @Low-energy,Mon 18 Sep 2017 15:12:53 +0000,None,None
483,181003063,None,2331022734,Attend meeting to discuss open items for 630A pilot lot @30-minutes @Low-energy,Mon 18 Sep 2017 15:12:53 +0000,None,None
484,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Mon 18 Sep 2017 11:29:38 +0000,None,None
485,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Mon 18 Sep 2017 11:28:56 +0000,None,None
486,190555550,None,2200735265,Do the laundry (and fold clothes if time allows) @Normal-energy @60-minutes,Mon 18 Sep 2017 11:28:54 +0000,None,None
487,190555550,None,87202330,Conduct GTD weekly review according to template @Normal-energy @60-minutes,Mon 18 Sep 2017 00:56:50 +0000,None,None
488,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Sun 17 Sep 2017 21:15:14 +0000,None,None
489,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Sun 17 Sep 2017 20:54:35 +0000,None,None
490,180416408,None,2329354955,Review Dataquest introduction to APIs content @Low-energy @60-minutes,Sun 17 Sep 2017 00:35:09 +0000,None,None
491,180416408,None,2328026089,Sign up for Equifax TrustedID service and place freeze on credit file @30-minutes @Low-energy,Sat 16 Sep 2017 22:39:02 +0000,None,None
492,187244722,None,2319284136,Research various healthcare options for bridge year @30-minutes @Low-energy,Sat 16 Sep 2017 21:55:24 +0000,None,None
493,190555550,None,2321248449,Track food (MyFitnessPal) and PMO habits (Google Docs) @High-energy @5-minutes,Sat 16 Sep 2017 21:42:55 +0000,None,None
494,180416408,None,2321248448,Get haircut at Piedmont Barbers near Toco Hills @30-minutes @Low-energy,Sat 16 Sep 2017 21:00:49 +0000,None,None
495,180416408,None,2234980633,Setup doctor's appointment with specialist @Low-energy @5-minutes,Sat 16 Sep 2017 20:59:05 +0000,None,None
496,180416408,None,2321619672,Renew Georgia Driver's License at the DMV @30-minutes @Low-energy,Sat 16 Sep 2017 18:53:45 +0000,None,None
497,180416408,None,2328515139,Take X-Ray of injured finger at American Medical Imaging @Low-energy @60-minutes,Fri 15 Sep 2017 20:23:20 +0000,None,None
498,181003063,None,2328514437,Determine plan to introduce 630A mounting screw to BOM @30-minutes @Low-energy,Fri 15 Sep 2017 20:21:58 +0000,None,None
499,181003063,None,2328513685,Host weekly Laurel Connectivity PV meeting @Low-energy @60-minutes,Fri 15 Sep 2017 20:21:03 +0000,None,None
500,181003063,None,2327201891,"Discuss NEA topics around RSI fixture, block position, and PTT limit @30-minutes @Normal-energy",Thu 14 Sep 2017 19:11:45 +0000,None,None
501,181003063,None,2327011953,Meet with Jorg and Ken to discuss fate of existing breakers in TCR @Low-energy @60-minutes,Thu 14 Sep 2017 16:19:12 +0000,None,None
502,181003063,None,2327012281,Schedule next round of build priorities for prototype construction @30-minutes @Low-energy,Thu 14 Sep 2017 16:19:12 +0000,None,None
503,181003063,None,2327010558,Attend weekly Laurel production meeting @30-minutes @Low-energy,Thu 14 Sep 2017 16:18:11 +0000,None,None
504,181003063,None,2327011037,Attend Laurel pilot findings meeting with team @Low-energy @60-minutes,Thu 14 Sep 2017 16:18:11 +0000,None,None
505,181003063,None,2325670307,Host weekly Laurel Connectivity PV Meeting @Low-energy @60-minutes,Thu 14 Sep 2017 16:17:16 +0000,None,None
506,181003063,None,2325671208,Thoroughly review contents of email inbox from vacation @Low-energy @60-minutes,Thu 14 Sep 2017 16:17:01 +0000,None,None
507,187244722,None,2319283349,Explore coding challenges and resources for further development @30-minutes @Low-energy,Wed 13 Sep 2017 01:35:53 +0000,None,None
508,187244722,None,2321248454,Write requirements specification for ToDoist dashboard @30-minutes @Low-energy,Tue 12 Sep 2017 20:29:41 +0000,None,None
509,180416408,None,2321248447,Request warranty claim for iPad case @Low-energy @Waiting @5-minutes,Tue 12 Sep 2017 18:07:01 +0000,None,None
510,180416408,None,2321248442,Complete writing notes for Japan / Korea Trip @High-energy @60-minutes,Tue 12 Sep 2017 18:06:50 +0000,None,None
511,194942145,None,2321248455,Send email about future of Data Analysis project to Jesse @Low-energy @60-minutes,Tue 12 Sep 2017 15:03:14 +0000,None,None
512,180416408,None,2322160740,"Upload photos & videos from Japan / Korea Trip to Facebook, Google @Low-energy @60-minutes",Mon 11 Sep 2017 09:10:13 +0000,None,None
513,180416408,None,2302599319,Reactivate and configure MyFitnessPal account @Low-energy @5-minutes,Sun 10 Sep 2017 23:00:07 +0000,None,None
514,180416408,None,2315394635,Review Udacity application for AI Nanodegree @Low-energy @5-minutes,Sun 10 Sep 2017 22:55:59 +0000,None,None
515,190555550,None,2200735265,Do the laundry (and fold clothes if time allows) @Normal-energy @60-minutes,Sun 10 Sep 2017 22:18:55 +0000,None,None
516,190555550,None,87202330,Conduct GTD weekly review according to template @Normal-energy @60-minutes,Sun 10 Sep 2017 21:46:38 +0000,None,None
517,180416408,None,2307662899,Review billing address for all financial accounts @Low-energy @5-minutes,Sun 10 Sep 2017 21:43:56 +0000,None,None
518,180416408,None,2319283694,Come up with plan to address various health problems @30-minutes @Low-energy,Sun 10 Sep 2017 13:47:34 +0000,None,None
519,180416408,None,2316939713,"Layout budget, dates, and milestone goals for recess plan @Low-energy @60-minutes",Sun 10 Sep 2017 13:47:34 +0000,None,None
520,180416408,None,2319284727,Create summary album on iOS for friends and family @30-minutes @Low-energy,Sun 10 Sep 2017 13:47:34 +0000,None,None
